# Tesla Roadster (Starman, 2018-017A)
# Observed with Goodman spectrograph + 4.1-m SOAR telescope, CTIO Chile
# First column: Time (in s) relative to 2018-02-10 UT 08:28:25.30
# Second column: Relative flux
# Observed through SDSS-r' filter
# Credit: Erik Dennihy, JJ Hermes (jjhermes@unc.edu)
0.000 0.05477
15.881 0.07878
31.706 0.18612
47.564 0.10497
63.405 0.07927
79.261 0.05045
95.082 0.01662
110.944 -0.02179
126.808 -0.05164
142.617 -0.07115
158.459 -0.07632
174.319 -0.08035
190.163 -0.08140
206.001 -0.07872
221.858 -0.06978
237.722 -0.05505
253.539 -0.03579
269.406 -0.01201
285.250 0.02038
301.115 0.07015
316.954 0.12088
332.795 0.11376
348.623 0.06526
364.493 0.02654
380.309 -0.00440
396.158 -0.04214
411.979 -0.06449
427.849 -0.07863
443.693 -0.08396
459.521 -0.08105
475.392 -0.07298
491.251 -0.07345
507.101 -0.06904
522.928 -0.05448
538.785 -0.03771
554.625 -0.00761
570.463 0.00459
586.312 0.03182
602.133 0.08909
617.998 0.09326
633.858 0.06563
649.675 0.04397
665.511 0.01484
681.412 -0.01897
697.250 -0.03759
713.086 -0.04966
728.933 -0.06326
744.796 -0.06619
760.620 -0.06394
776.468 -0.05503
792.320 -0.04048
808.186 -0.03416
824.023 -0.01815
839.871 0.00623
855.704 0.03920
871.571 0.08186
887.402 0.12951
903.235 0.31564
919.074 0.06266
934.955 0.03352
950.783 0.00981
966.616 -0.02394
982.490 -0.04225
998.383 -0.04587
1014.220 -0.06143
1030.057 -0.05747
1045.896 -0.05233
1061.791 -0.04921
1077.636 -0.04994
1093.495 -0.03835
1109.339 -0.02036
1125.202 0.00146
1141.041 0.01817
1156.886 0.05074
1172.717 0.12631
1188.595 0.10967
1204.451 0.07676
1220.297 0.05358
1236.127 0.02202
1252.000 -0.01220
1267.853 -0.04311
1283.669 -0.05979
1299.506 -0.06736
1315.373 -0.07416
1331.210 -0.07389
1347.058 -0.06793
1362.909 -0.06196
1378.816 -0.05199
1394.643 -0.03736
1410.486 -0.02016
1426.313 0.00839
1442.174 0.04497
1458.020 0.12125
1473.855 0.09618
1489.688 0.07724
1505.552 0.03943
1521.389 0.00461
1537.236 -0.02699
1553.072 -0.05017
1568.968 -0.06528
1584.811 -0.07180
1600.641 -0.06644
1616.480 -0.07647
1632.339 -0.05748
1648.176 -0.06001
1664.015 -0.04638
1679.892 -0.02359
1695.785 -0.00492
1711.654 0.06620
1727.496 0.12346
1743.336 0.22315
1759.229 0.15554
1775.070 0.12223
1790.909 0.05814
1806.744 0.01704
1822.604 -0.02049
1838.440 -0.04576
1854.323 -0.06010
1870.144 -0.06214
1886.006 -0.06290
1901.884 -0.05913
1917.720 -0.05081
1933.543 -0.03752
1949.416 -0.03427
1965.289 -0.01270
1981.117 0.00808
1996.961 0.03994
2012.829 0.06930
2028.656 0.16379
2044.526 0.10347
2060.366 0.08020
2076.228 0.05722
2092.063 0.01230
2107.936 -0.01455
2123.783 -0.04399
2139.673 -0.05802
2155.508 -0.06760
2171.347 -0.05282
2187.222 -0.05448
2203.073 -0.05335
2218.939 -0.03666
2234.790 -0.03255
2250.647 -0.02237
2266.510 -0.00272
2282.380 0.02515
2298.212 0.06869
2314.076 0.12027
2329.940 0.12332
2345.814 0.09150
2361.644 0.07149
2379.611 0.03294
2395.462 -0.00306
2411.331 -0.02776
2427.214 -0.04326
2443.060 -0.04426
2458.960 -0.04984
2474.829 -0.05070
2490.690 -0.05376
2506.566 -0.05433
2522.458 -0.05186
2538.326 -0.03695
2554.211 -0.01790
2570.064 0.00820
2585.957 0.03852
2601.829 0.09572
2617.698 0.06160
2633.572 0.04820
2649.456 0.03984
2665.322 0.00609
2681.191 -0.02554
2697.070 -0.05817
2712.953 -0.06842
2728.828 -0.05971
2744.694 -0.06618
2760.558 -0.05667
2776.448 -0.04455
2792.324 -0.03602
2808.197 -0.03615
2824.057 -0.01573
2839.948 0.00471
2855.831 0.02599
2871.679 0.04689
2887.521 0.12429
2903.411 0.10205
2919.270 0.07346
2935.138 0.05179
2951.007 0.01826
2966.899 -0.01734
2982.770 -0.04672
2998.646 -0.06322
3014.511 -0.07576
3030.395 -0.07149
3046.268 -0.06432
3062.132 -0.05413
3077.996 -0.04292
3093.887 -0.02789
3109.726 -0.01495
3125.607 0.00597
3141.468 0.04336
3157.360 0.08774
